Country Name,Year,labsh,Country Code
Indonesia,2003,0.4540485441684723,IDN
Indonesia,2004,0.45093733072280884,IDN
Indonesia,2005,0.4386868178844452,IDN
Indonesia,2006,0.4398828446865082,IDN
Indonesia,2007,0.4466852843761444,IDN
Indonesia,2008,0.4542015492916107,IDN
Indonesia,2009,0.4662141501903534,IDN
Indonesia,2010,0.4658448100090027,IDN
Indonesia,2011,0.4591916799545288,IDN
Indonesia,2012,0.4593733251094818,IDN
Indonesia,2013,0.46118760108947754,IDN
Indonesia,2014,0.46375057101249695,IDN
Indonesia,2015,0.46375057101249695,IDN
Indonesia,2016,0.46375057101249695,IDN
Japan,2000,0.5819888114929199,JPN
Japan,2001,0.5821548104286194,JPN
Japan,2002,0.5696854591369629,JPN
Japan,2003,0.5628292560577393,JPN
Japan,2004,0.5542069673538208,JPN
Japan,2005,0.5540456771850586,JPN
Japan,2006,0.5538956522941589,JPN
Japan,2007,0.550385594367981,JPN
Japan,2008,0.5647484064102173,JPN
Japan,2009,0.5740921497344971,JPN
Japan,2010,0.5610999464988708,JPN
Japan,2011,0.5734527111053467,JPN
Japan,2012,0.5698697566986084,JPN
Japan,2013,0.5629879236221313,JPN
Japan,2014,0.5649161338806152,JPN
Japan,2015,0.5557188391685486,JPN
Japan,2016,0.5654537677764893,JPN
Mexico,2000,0.3972209393978119,MEX
Mexico,2001,0.41174426674842834,MEX
Mexico,2002,0.4045115113258362,MEX
Mexico,2003,0.4009079933166504,MEX
Mexico,2004,0.38083210587501526,MEX
Mexico,2005,0.3759930431842804,MEX
Mexico,2006,0.3651983141899109,MEX
Mexico,2007,0.36237484216690063,MEX
Mexico,2008,0.35892659425735474,MEX
Mexico,2009,0.3942110240459442,MEX
Mexico,2010,0.3807435631752014,MEX
Mexico,2011,0.3678421080112457,MEX
Mexico,2012,0.36176416277885437,MEX
Mexico,2013,0.3761442005634308,MEX
Mexico,2014,0.3741915225982666,MEX
Mexico,2015,0.377999871969223,MEX
Mexico,2016,0.36845627427101135,MEX
New Zealand,2000,0.5398242473602295,NZL
New Zealand,2001,0.5411621928215027,NZL
New Zealand,2002,0.5275929570198059,NZL
New Zealand,2003,0.5294939279556274,NZL
New Zealand,2004,0.5318002700805664,NZL
New Zealand,2005,0.5359153151512146,NZL
New Zealand,2006,0.5471527576446533,NZL
New Zealand,2007,0.5564111471176147,NZL
New Zealand,2008,0.5625834465026855,NZL
New Zealand,2009,0.5630601048469543,NZL
New Zealand,2010,0.5688426494598389,NZL
New Zealand,2011,0.5647602677345276,NZL
New Zealand,2012,0.5631881356239319,NZL
New Zealand,2013,0.5640583038330078,NZL
New Zealand,2014,0.5480015277862549,NZL
New Zealand,2015,0.5469995737075806,NZL
New Zealand,2016,0.5547559857368469,NZL
Poland,2000,0.6259515881538391,POL
Poland,2001,0.6475979685783386,POL
Poland,2002,0.6224696636199951,POL
Poland,2003,0.6004700064659119,POL
Poland,2004,0.5631466507911682,POL
Poland,2005,0.5630348324775696,POL
Poland,2006,0.5609286427497864,POL
Poland,2007,0.5640355944633484,POL
Poland,2008,0.5858741402626038,POL
Poland,2009,0.5601898431777954,POL
Poland,2010,0.5634928345680237,POL
Poland,2011,0.5551812648773193,POL
Poland,2012,0.5569058656692505,POL
Poland,2013,0.5565075278282166,POL
Poland,2014,0.5554094910621643,POL
Poland,2015,0.5458492040634155,POL
Poland,2016,0.5648828744888306,POL
Russia,2000,0.5192491412162781,RUS
Russia,2001,0.5192491412162781,RUS
Russia,2002,0.5192491412162781,RUS
Russia,2003,0.5082308053970337,RUS
Russia,2004,0.5012374520301819,RUS
Russia,2005,0.49434229731559753,RUS
Russia,2006,0.5036163330078125,RUS
Russia,2007,0.5190645456314087,RUS
Russia,2008,0.5285962820053101,RUS
Russia,2009,0.5688903331756592,RUS
Russia,2010,0.5370755195617676,RUS
Russia,2011,0.5470338463783264,RUS
Russia,2012,0.5509600043296814,RUS
Russia,2013,0.57178795337677,RUS
Russia,2014,0.5856031179428101,RUS
Russia,2015,0.5759852528572083,RUS
Russia,2016,0.5780907869338989,RUS
South Africa,2000,0.5610615015029907,ZAF
South Africa,2001,0.5454134941101074,ZAF
South Africa,2002,0.529168426990509,ZAF
South Africa,2003,0.527124285697937,ZAF
South Africa,2004,0.5240961909294128,ZAF
South Africa,2005,0.5182737708091736,ZAF
South Africa,2006,0.5136750936508179,ZAF
South Africa,2007,0.5128187537193298,ZAF
South Africa,2008,0.5155150294303894,ZAF
South Africa,2009,0.5224776268005371,ZAF
South Africa,2010,0.5282972455024719,ZAF
South Africa,2011,0.5326507091522217,ZAF
South Africa,2012,0.5370960831642151,ZAF
South Africa,2013,0.5437981486320496,ZAF
South Africa,2014,0.5523406267166138,ZAF
South Africa,2015,0.5616903305053711,ZAF
South Africa,2016,0.5683430433273315,ZAF
South Korea,2000,0.506752073764801,KOR
South Korea,2001,0.5106097459793091,KOR
South Korea,2002,0.5056726932525635,KOR
South Korea,2003,0.5120381116867065,KOR
South Korea,2004,0.50962233543396,KOR
South Korea,2005,0.5183563232421875,KOR
South Korea,2006,0.5230861902236938,KOR
South Korea,2007,0.5193971991539001,KOR
South Korea,2008,0.5169674158096313,KOR
South Korea,2009,0.5113298296928406,KOR
South Korea,2010,0.49587032198905945,KOR
South Korea,2011,0.5037407875061035,KOR
South Korea,2012,0.5085257291793823,KOR
South Korea,2013,0.5114167332649231,KOR
South Korea,2014,0.5181786417961121,KOR
South Korea,2015,0.5215386152267456,KOR
South Korea,2016,0.5199909806251526,KOR
Sweden,2000,0.5215964913368225,SWE
Sweden,2001,0.5378326177597046,SWE
Sweden,2002,0.5375034213066101,SWE
Sweden,2003,0.533762514591217,SWE
Sweden,2004,0.5257301926612854,SWE
Sweden,2005,0.5277303457260132,SWE
Sweden,2006,0.5192832350730896,SWE
Sweden,2007,0.5284140706062317,SWE
Sweden,2008,0.5374698042869568,SWE
Sweden,2009,0.5491797924041748,SWE
Sweden,2010,0.5320724844932556,SWE
Sweden,2011,0.5370020866394043,SWE
Sweden,2012,0.5544601082801819,SWE
Sweden,2013,0.5586293339729309,SWE
Sweden,2014,0.5543705224990845,SWE
Sweden,2015,0.54151451587677,SWE
Sweden,2016,0.5499001741409302,SWE
Switzerland,2000,0.6721661686897278,CHE
Switzerland,2001,0.691474199295044,CHE
Switzerland,2002,0.7099910378456116,CHE
Switzerland,2003,0.7020038962364197,CHE
Switzerland,2004,0.685238242149353,CHE
Switzerland,2005,0.6773232221603394,CHE
Switzerland,2006,0.6592808365821838,CHE
Switzerland,2007,0.6487579941749573,CHE
Switzerland,2008,0.6545534133911133,CHE
Switzerland,2009,0.6806128025054932,CHE
Switzerland,2010,0.6628134846687317,CHE
Switzerland,2011,0.6725530624389648,CHE
Switzerland,2012,0.6809622049331665,CHE
Switzerland,2013,0.684298038482666,CHE
Switzerland,2014,0.682918131351471,CHE
Switzerland,2015,0.68867427110672,CHE
Switzerland,2016,0.6883931756019592,CHE
United States,2000,0.6370731592178345,USA
United States,2001,0.6403365731239319,USA
United States,2002,0.6296166777610779,USA
United States,2003,0.6214457154273987,USA
United States,2004,0.6171151399612427,USA
United States,2005,0.6056353449821472,USA
United States,2006,0.6055108904838562,USA
United States,2007,0.6040037274360657,USA
United States,2008,0.6040886044502258,USA
United States,2009,0.59113609790802,USA
United States,2010,0.5879995822906494,USA
United States,2011,0.5926562547683716,USA
United States,2012,0.595092236995697,USA
United States,2013,0.5930569767951965,USA
United States,2014,0.5942705869674683,USA
United States,2015,0.5956462621688843,USA
United States,2016,0.5937725305557251,USA
Euro Area,2000,0.5695365102667558,EUZ
Euro Area,2001,0.5668730029934331,EUZ
Euro Area,2002,0.5667532698104256,EUZ
Euro Area,2003,0.5662751589950762,EUZ
Euro Area,2004,0.5616871040118369,EUZ
Euro Area,2005,0.5652386765731009,EUZ
Euro Area,2006,0.5632805761538053,EUZ
Euro Area,2007,0.5602610848451915,EUZ
Euro Area,2008,0.5722699416311163,EUZ
Euro Area,2009,0.5880205819481298,EUZ
Euro Area,2010,0.5720910194673037,EUZ
Euro Area,2011,0.5650959830535086,EUZ
Euro Area,2012,0.564324460531536,EUZ
Euro Area,2013,0.5605353383641494,EUZ
Euro Area,2014,0.5587810826928992,EUZ
Euro Area,2015,0.552221019017069,EUZ
Euro Area,2016,0.5558230578899384,EUZ
