,year,iso_a3,country_name,Year,local_price,dollar_ex,dollar_price,big_mac_index,relative_PPP
270,2013,IDN,Indonesia,2013,27939.0,9866.25,2.8317749904979097,-36.536190989296415,99.63325448485861
271,2013,JPN,Japan,2013,320.0,95.58500000000001,3.3478056180363023,-24.971264644632363,75.39337961475326
272,2013,KOR,South Korea,2013,3800.0,1110.5875,3.4216124348599273,-23.31715662323236,97.34816378372153
273,2013,MEX,Mexico,2013,37.0,12.839775,2.881670434256052,-35.41796834667951,24.903890193973684
274,2013,NZL,New Zealand,2013,5.35,1.2408869405,4.311432271053061,-3.375121564801664,0.9858260360198755
275,2013,POL,Poland,2013,9.149999999999999,3.22875,2.8339140534262484,-36.48825177039608,5.786611036714385
276,2013,RUS,Russia,2013,79.94,31.49195,2.538426486768841,-43.11051750771936,43.01521257821005
277,2013,SWE,Sweden,2013,41.084650690000004,6.55375,6.268876702651155,40.49378750207442,24.677223083500586
278,2013,USA,United States,2013,4.46203125,1.0,4.46203125,0.0,0.0
279,2013,ZAF,South Africa,2013,21.7,9.547125000000001,2.2729355696086513,-49.06051880276161,15.963076771069307
280,2014,AUS,Australia,2014,5.074999999999999,1.0941187165,4.638436326392923,-1.510685809527923,0.415478157132597
281,2014,BRA,Brazil,2014,12.7,2.2916499999999997,5.5418584862435365,17.671948743818476,6.351500899517713
282,2014,CAN,Canada,2014,5.59,1.089575,5.130440768189431,8.93619254373965,0.4352298814381746
283,2014,CHE,Switzerland,2014,6.33,0.9062250000000001,6.985020276421418,48.31503727168136,-0.6160258407048037
284,2014,CHL,Chile,2014,2050.0,553.0450000000001,3.7067508068963644,-21.293444782478556,95.17643019502809
285,2014,CHN,China,2014,16.75,6.1248000000000005,2.7347831765935213,-41.9315259347768,12.004468371226107
286,2014,CZE,Czech Republic,2014,70.45,20.335749999999997,3.464342352753157,-26.440576428263817,39.299300467730625
287,2014,DNK,Denmark,2014,28.5,5.5201,5.162949946558939,9.626469709837648,18.161128446257635
288,2014,GBR,Britain,2014,2.84,0.594897302,4.773933232596842,1.3663607699456515,-1.8805262860723864
289,2014,HUN,Hungary,2014,860.0,225.70159999999998,3.810340733074112,-19.093888710481764,89.18642284030479
290,2014,IDN,Indonesia,2014,27939.0,11822.5,2.363205751744555,-49.82134120157288,99.63492561877476
291,2014,JPN,Japan,2014,340.0,102.8875,3.30458024541368,-29.832853324673415,76.52168630786052
292,2014,KOR,South Korea,2014,3900.0,1045.525,3.730183400683867,-20.79589346788937,97.4067454149829
293,2014,MEX,Mexico,2014,39.5,13.132650000000002,3.007770708882061,-36.135099521706735,26.159304151339025
294,2014,NZL,New Zealand,2014,5.6,1.1778726355,4.754334069084501,0.9502058338406005,0.8008200103366466
295,2014,POL,Poland,2014,9.2,3.0699,2.996840287957262,-36.36718843808813,5.680549186852322
296,2014,RUS,Russia,2014,89.0,34.38825,2.588093316757904,-45.046235866591566,45.72058554668894
297,2014,SWE,Sweden,2014,40.7,6.654575,6.116093063794457,29.864844312016636,24.57989121265497
298,2014,USA,United States,2014,4.7095833334999995,1.0,4.7095833334999995,0.0,0.0
299,2014,ZAF,South Africa,2014,24.0,10.696075,2.243813735412289,-52.356427808555964,17.545311503699768
300,2015,AUS,Australia,2015,5.3,1.2892398919999999,4.11094943065879,-14.176421071841538,1.1292028198871886
301,2015,BRA,Brazil,2015,13.5,2.8725500000000004,4.699657099093139,-1.8860730878259013,7.7536060800941495
302,2015,CAN,Canada,2015,5.775,1.259125,4.586518415566365,-4.248049779407825,1.1235940292447506
303,2015,CHE,Switzerland,2015,6.5,0.907225,7.16470555815812,49.5763164542405,-0.6241366743268735
304,2015,CHL,Chile,2015,2100.0,634.9675,3.3072558831751233,-30.954992000519344,95.30421564167386
305,2015,CHN,China,2015,17.1,6.21035,2.7534680009983337,-42.51632565765483,12.251521775407062
306,2015,CZE,Czech Republic,2015,70.225,24.417749999999998,2.8759816117373633,-39.95863023512811,39.5647045899619
307,2015,DNK,Denmark,2015,34.545,6.614224999999999,5.222834118887701,9.036202899534462,21.793575295337842
308,2015,GBR,Britain,2015,2.89,0.65102266,4.439169598182651,-7.324225507669091,-1.5056561358564007
309,2015,HUN,Hungary,2015,880.0,277.135625,3.1753405936172947,-33.7089646426452,89.47190402105946
310,2015,IDN,Indonesia,2015,29219.5,12912.25,2.2629286143003737,-52.75723143423019,99.65121189442418
311,2015,JPN,Japan,2015,370.0,120.85,3.061646669424907,-36.082532997392335,78.07199007033512
312,2015,KOR,South Korea,2015,4200.0,1113.4,3.772229207831866,-21.247824471151024,97.58669234400392
313,2015,MEX,Mexico,2015,49.0,15.183625,3.2271608393911206,-32.62712235091606,30.720026282287836
314,2015,NZL,New Zealand,2015,5.9,1.4111880735,4.18087433616622,-12.716610935987049,1.6233481244889332
315,2015,POL,Poland,2015,9.399999999999999,3.7401,2.5133017833747755,-47.53023416754122,6.29497094755505
316,2015,RUS,Russia,2015,98.0,61.021,1.6060044902574524,-66.47172254159808,48.68383611603159
317,2015,SWE,Sweden,2015,42.2,8.357050000000001,5.049628756558834,5.4202245628149015,26.12543688005708
318,2015,USA,United States,2015,4.79,1.0,4.79,0.0,0.0
319,2015,ZAF,South Africa,2015,25.75,11.94665,2.1554159534262745,-55.00175462575627,18.763088705028803
320,2016,AUS,Australia,2016,5.525,1.3757332035,4.01604030922846,-19.437506334434097,1.429954693931808
321,2016,BRA,Brazil,2016,14.5,3.6331249999999997,3.991054532943403,-19.938725517684986,9.178118311839823
322,2016,CAN,Canada,2016,5.92,1.3561,4.3654597743529235,-12.428088779279356,1.46765504687224
323,2016,CHE,Switzerland,2016,6.5,0.99745,6.516617374304476,30.724521049237264,-0.015603168361010713
324,2016,CHL,Chile,2016,2200.0,683.1675,3.220293705423633,-35.400326872143765,95.51216114324245
325,2016,CHN,China,2016,18.1,6.6181,2.734923920762757,-45.136932381890524,13.010225299946862
326,2016,CZE,Czech Republic,2016,75.0,24.845375,3.018670476899624,-39.444925237720675,41.1321882989145
327,2016,DNK,Denmark,2016,30.0,6.848825,4.380313411424588,-12.130122137921994,19.70745122198109
328,2016,GBR,Britain,2016,2.9400000000000004,0.7216867345,4.073789719907898,-18.279042730032124,-1.1014083154341343
329,2016,HUN,Hungary,2016,900.0,289.159375,3.112470415320271,-37.5632815382092,89.68875295846799
330,2016,IDN,Indonesia,2016,30750.0,13530.0,2.272727272727273,-54.40868058721618,99.66848386621483
331,2016,JPN,Japan,2016,370.0,112.685,3.2834893730310157,-34.13261037049116,78.02478949509978
332,2016,KOR,South Korea,2016,4350.0,1169.35,3.7200153931671442,-25.37581959544344,97.6692131372322
333,2016,MEX,Mexico,2016,46.5,17.985875,2.585362124444877,-48.137169018156925,29.975862031095645
334,2016,NZL,New Zealand,2016,5.95,1.464715626,4.062221972908754,-18.5110938232948,1.7817631213697467
335,2016,POL,Poland,2016,9.6,4.0066749999999995,2.3960016722095006,-51.9357738774423,6.572991174991332
336,2016,RUS,Russia,2016,122.0,69.031275,1.7673148873463516,-64.54734428593076,54.15886716786201
337,2016,SWE,Sweden,2016,44.97,8.59835,5.230073211720853,4.916212873036185,27.41251761625105
338,2016,USA,United States,2016,4.984999999999999,1.0,4.984999999999999,0.0,0.0
339,2016,ZAF,South Africa,2016,29.0,15.04375,1.927710843373494,-61.32977244987976,20.986270664051553
