,year,iso_a3,country_name,local_price,dollar_ex,dollar_price,big_mac_index,relative_PPP,GDP per capita,Curr Acc Balance,GGB,labor comp per capita,big_mac_affordability
32,2001,KOR,South Korea,3000.0,1325.0,2.2641509433962264,-10.860199078888733,96.70115642118078,19724.42595,0.395356059,2.90715428233916,51.06097459793091,23.86745605821918
33,2001,MEX,Mexico,21.9,9.29,2.357373519913886,-7.190018901028106,16.03168702221995,11136.02191,-2.346023937,-2.7434651734137074,41.174426674842834,12.942220997548006
34,2001,NZL,New Zealand,3.6,2.47,1.45748987854251,-42.61850871879882,2.068059962796805,22508.93671,-0.776440241,1.30228727702157,54.11621928215027,42.31131938637748
35,2001,POL,Poland,5.9,4.03,1.4640198511166254,-42.361423184384826,4.188838667500827,11119.71515,-3.114630119,-4.74135945584916,64.75979685783386,20.80912563478059
36,2001,RUS,Russia,35.0,28.9,1.2110726643598617,-52.319973844099934,25.02883506343714,7361.363679,10.45453474,-0.32555174070254783,51.92491412162781,16.653104526270056
37,2001,SWE,Sweden,24.0,10.28,2.3346303501945527,-8.08541928367903,17.472072298230202,29927.59927,6.174171508,1.40646099760717,53.78326177597046,35.1205160383105
38,2001,USA,United States,2.54,1.0,2.54,0.0,0.0,37133.24281,-3.724113129,-1.84742375421343,64.03365731239319,40.053114885125666
39,2001,ZAF,South Africa,9.7,8.13,1.193111931119311,-53.02708932601138,7.754683745561247,8801.288929,0.253001643,-2.02687201761899,54.54134941101074,20.210275100344585
40,2002,AUS,Australia,3.0,1.86,1.6129032258064515,-35.22477004793368,1.3466958972752898,28768.72863,-4.04768675,0.706782470000374,60.08172631263733,48.867429453698634
41,2002,BRA,Brazil,3.6,2.34,1.5384615384615385,-38.214396045721344,1.9899019899019894,9568.066027,-1.597200402,-6.14244913982525,53.306978940963745,17.03902169191781
42,2002,CAN,Canada,3.33,1.57,2.1210191082802545,-14.818509707620308,1.1700192506723561,30963.053,1.645030324,-0.233895789038062,65.74026346206665,39.99505797029907
43,2002,CHE,Switzerland,6.3,1.66,3.7951807228915664,52.41689650166932,2.3563680875902477,38814.37174,7.09398965,-1.74204466384583,70.99910378456116,28.019942199782566
44,2002,CHL,Chile,1400.0,655.0,2.1374045801526718,-14.160458628406769,93.19083969465649,10319.94536,-0.831807295,1.3030821570476874,49.34079647064209,13.228110001565557
45,2002,CHN,China,10.5,8.28,1.2681159420289856,-49.07164891449858,8.35464620630861,3534.84913,2.408758466,-4.46696080428928,60.32833456993103,7.636934323913894
46,2002,CZE,Czech Republic,56.28,34.0,1.6552941176470588,-33.52232459248761,34.953100769358166,18252.57277,-5.188617052,-6.3513616962135,52.24952697753906,30.210370563036093
47,2002,DNK,Denmark,24.75,8.38,2.9534606205250595,18.612876326307592,17.47217585529053,30640.34562,1.937137955,-0.015387113245999,64.09457325935364,28.422980079767537
48,2002,GBR,Britain,1.99,0.689655172,2.8855000017313,15.883534206076288,-0.8780272592717914,29062.12387,-2.103197679,-1.87132036668638,59.30173993110657,27.593920336270607
49,2002,HUN,Hungary,459.0,272.0,1.6875,-32.22891566265061,81.80903398926655,14526.38826,-6.450988185,-8.79771369035393,58.834558725357056,23.584191999999998
50,2002,IDN,Indonesia,16000.0,9430.0,1.696712619300106,-31.85893095180298,99.36834339988013,5190.365062,3.998526908,-1.654320673156246,44.91589665412903,8.381017557304794
51,2002,JPN,Japan,262.0,130.0,2.0153846153846153,-19.060858819894978,71.81895452613685,28623.58845,2.602565208,-5.911139426354821,56.96854591369629,38.91107914357419
52,2002,KOR,South Korea,3100.0,1304.0,2.3773006134969323,-4.526079779239678,96.80070935582822,21396.83775,0.648246377,3.11125462620611,50.56726932525635,24.658839086168804
53,2002,MEX,Mexico,21.9,9.28,2.3599137931034484,-5.224345658496055,16.029603122966822,11187.47696,-1.926726326,-2.7434651734137074,40.45115113258362,12.988026044761368
54,2002,NZL,New Zealand,3.6,2.24,1.607142857142857,-35.45611015490535,1.923607280750138,23306.27954,-2.095219363,3.25647095375829,52.75929570198059,39.73064396468798
55,2002,POL,Poland,5.9,4.04,1.4603960396039604,-41.34955664241124,4.192260585831955,11804.26626,-2.784921215,-4.81757270867038,62.24696636199951,22.14498987248665
56,2002,RUS,Russia,39.0,31.2,1.25,-49.7991967871486,27.15827338129496,8037.474535,7.952328909,-0.32555174070254783,51.92491412162781,17.616382542465754
57,2002,SWE,Sweden,26.0,10.4,2.5,0.40160642570279403,18.65079365079365,30926.5056,4.666509571,-1.40909412793419,53.75034213066101,33.89206093150685
58,2002,USA,United States,2.49,1.0,2.49,0.0,0.0,38023.16111,-4.170551601,-5.3031923556799,62.96166777610779,41.83656391043626
59,2002,ZAF,South Africa,9.7,10.9,0.8899082568807338,-64.26071257507093,8.031077249880825,9154.891519,0.781933978,-2.72537204306375,52.9168426990509,28.18480936508968
60,2003,AUS,Australia,3.0,1.61,1.8633540372670807,-31.241548440329126,1.103539769643611,29807.40956,-6.270498228,0.794190376363078,60.151207447052,43.826419535707764
61,2003,BRA,Brazil,4.55,3.07,1.482084690553746,-45.31052802384702,2.934400104683169,9733.773304,0.642666421,-4.75106845764603,52.95776128768921,17.993487305903958
62,2003,CAN,Canada,3.2,1.45,2.206896551724138,-18.564702888408192,0.9623095429029673,32349.94366,1.164988138,-0.126957864812588,64.57537412643433,40.160460879280826
63,2003,CHE,Switzerland,6.3,1.37,4.598540145985401,69.68782826514396,1.6006207469563487,38840.88188,11.0545883,-1.35540681551433,70.20038962364197,23.140686312502716
64,2003,CHL,Chile,1400.0,716.0,1.9553072625698324,-27.848440495578142,93.20297951582866,10839.95973,-0.293737946,-0.189104524142558,50.21911263465881,15.188671559060666
65,2003,CHN,China,9.9,8.28,1.1956521739130437,-55.879993582544515,7.920243699806148,3937.312875,2.593019028,-4.14247862787618,59.812796115875244,9.02198716064757
66,2003,CZE,Czech Republic,56.57,28.9,1.9574394463667821,-27.769762126687002,34.88060327881025,19538.0704,-5.780255836,-6.85802344080934,52.376753091812134,27.346419374226624
67,2003,DNK,Denmark,27.75,6.78,4.092920353982301,51.03027136466054,18.5182619538299,30820.38922,3.19266056,-0.133147614335798,64.23335671424866,20.630604853669013
68,2003,GBR,Britain,1.99,0.632911392,3.1442000020122878,16.022140295656385,-1.131679578402086,30355.28338,-1.806163795,-3.10253418732192,58.76073241233826,26.450340274785255
69,2003,HUN,Hungary,490.0,224.0,2.1875,-19.280442804428045,82.6800847457627,15481.32011,-8.252912831,-7.18164823515817,60.68269610404968,19.389520294324853
70,2003,IDN,Indonesia,16100.0,8740.0,1.8421052631578947,-32.02563604583414,99.37134502923975,5465.264103,3.453042877,-1.654320673156246,45.40485441684723,8.128377139491194
71,2003,JPN,Japan,262.0,120.0,2.183333333333333,-19.434194341943424,71.77255985267035,29392.24899,3.083938908,-5.911139426354821,56.282925605773926,36.88246239464603
72,2003,KOR,South Korea,3300.0,1220.0,2.7049180327868854,-0.18752646542857798,96.97926711668275,22095.87083,1.609224575,-2.13302442781822,51.203811168670654,22.380209557990867
73,2003,MEX,Mexico,23.0,10.53,2.184235517568851,-19.40090341074351,16.923385758074105,11488.29563,-1.144192415,-1.32252368416166,40.09079933166504,14.409976531733175
74,2003,NZL,New Zealand,3.95,1.78,2.2191011235955056,-18.114349682822674,1.665126384227508,23973.63396,-2.405991792,3.38437530276398,52.949392795562744,29.598105391919542
75,2003,POL,Poland,6.3,3.89,1.6195372750642671,-40.238476934897896,4.403069355536908,12288.46287,-2.51254135,-6.03610686157856,60.04700064659119,20.78804982139596
76,2003,RUS,Russia,41.0,31.1,1.3183279742765273,-51.353211281308965,28.143029805477642,9254.537201,7.697985735,-0.32555174070254783,50.82308053970337,19.23261656873371
77,2003,SWE,Sweden,30.0,8.34,3.597122302158273,32.735140301043295,20.309905921416714,31814.86351,5.853956252,-1.21632623168566,53.376251459121704,24.231594673369866
78,2003,USA,United States,2.71,1.0,2.71,0.0,0.0,39496.48588,-4.55826395,-6.41433585447499,62.14457154273987,39.929723378658444
79,2003,ZAF,South Africa,13.95,7.56,1.8452380952380953,-31.91003338604814,10.622871351260995,9483.132346,-0.782444924,-3.63797231185594,52.7124285697937,14.080125798745028
80,2004,AUS,Australia,3.25,1.43,2.272727272727273,-21.630094043887137,0.9465111160026414,31407.46145,-6.722438234,0.927763579276846,60.324400663375854,37.86104941917807
81,2004,BRA,Brazil,5.4,3.18,1.6981132075471699,-41.444372153545864,3.512226558304393,10445.34718,1.657373199,-2.96232736296647,52.52270698547363,16.852462725722983
82,2004,CAN,Canada,3.19,1.37,2.3284671532846715,-19.70802919708029,0.8348995510372406,33925.70673,2.263150764,0.767669538252837,63.93342614173889,39.91773798265126
83,2004,CHE,Switzerland,6.3,1.29,4.883720930232558,68.40417000801924,1.3323415519919493,40336.40896,12.79910238,-1.38568155881088,68.5238242149353,22.628383369602087
84,2004,CHL,Chile,1400.0,641.0,2.1840873634945397,-24.686642638119316,93.18772750910037,11810.24332,2.843629857,2.76924205546272,45.680803060531616,14.814806199843444
85,2004,CHN,China,10.4,8.28,1.2560386473429954,-56.68832250541396,8.28257368900091,4425.874191,3.525766041,-0.804628380340608,57.28844404220581,9.65390893084299
86,2004,CZE,Czech Republic,56.42,26.5,2.129056603773585,-26.58425504229016,34.708440989788016,20932.07842,-3.72009537,-2.36953865069805,52.304357290267944,26.93594898000806
87,2004,DNK,Denmark,27.75,6.22,4.461414790996785,53.84188934471672,18.229812296675703,32938.6921,2.363355656,2.0731728722497,63.23632001876831,20.227438219128718
88,2004,GBR,Britain,1.88,0.558659218,3.365199999259656,16.041379284815726,-1.4577934818017826,32058.41549,-2.312471713,-3.04219474672946,59.72720384597778,26.099867863541952
89,2004,HUN,Hungary,530.0,211.0,2.5118483412322274,-13.3845399575094,83.72827804107425,16272.00583,-9.070274212,-6.58932235946504,60.76837182044983,17.74822036769191
90,2004,IDN,Indonesia,16100.0,9120.0,1.7653508771929824,-39.12583182093164,99.37181882174573,5816.181753,0.60856133,-1.654320673156246,45.093733072280884,9.026389447351313
91,2004,JPN,Japan,262.0,113.0,2.3185840707964602,-20.048825144949646,71.73519777049822,30830.65845,3.719383505,-5.911139426354821,55.42069673538208,36.43066406828401
92,2004,KOR,South Korea,3200.0,1177.0,2.7187765505522514,-6.24908446371546,96.88730980149842,23773.82865,3.692741162,-0.077968894340975,50.962233543395996,23.95701739815925
93,2004,MEX,Mexico,24.0,11.6,2.0689655172413794,-28.656361474435187,17.68631813125695,12090.99121,-0.896993137,-0.852532368670327,38.083210587501526,16.010901602283106
94,2004,NZL,New Zealand,4.35,1.64,2.652439024390244,-8.536585365853655,1.6267953767223342,25091.15698,-4.507910099,3.82683635375488,53.18002700805664,25.916861878255396
95,2004,POL,Poland,6.3,3.87,1.627906976744186,-43.86527666399358,4.395195694502176,13353.6821,-5.732817056,-5.00776451600112,56.31466507911682,22.473907252446185
96,2004,RUS,Russia,42.0,29.0,1.4482758620689655,-50.05945303210464,28.557552209810588,10226.76615,9.908322543,-0.32555174070254783,50.12374520301819,19.34613296477495
97,2004,SWE,Sweden,30.0,7.61,3.9421813403416555,35.93728759798813,20.04447589204488,33858.61143,5.946824622,0.202035620173034,52.57301926612854,23.53096191619178
98,2004,USA,United States,2.9,1.0,2.9,0.0,0.0,41712.80107,-5.206329634,-5.77504257114317,61.71151399612427,39.40746440245631
99,2004,ZAF,South Africa,12.4,6.66,1.8618618618618619,-35.79786683234959,9.375567738557063,10058.74099,-2.507263924,-3.74090069029129,52.409619092941284,14.801417364869643
100,2005,AUS,Australia,3.25,1.3015,2.4971187091817133,-18.394813425434208,0.7291828482501566,32653.40162,-6.235720216,1.59920115059954,59.303462505340576,35.82583958561012
101,2005,BRA,Brazil,5.9,2.4648,2.393703343070432,-21.77440055325386,3.31095057311574,10988.96115,1.552581956,-2.78169311458485,53.54456901550293,12.577474549579751
102,2005,CAN,Canada,3.28,1.2494,2.6252601248599325,-14.207185462093708,0.6339464321650535,36327.22865,1.869656187,1.55312009791853,62.943536043167114,37.91115893360341
103,2005,CHE,Switzerland,6.3,1.2475,5.050100200400801,65.03595426146408,1.1758229535269975,41749.21645,11.65452709,-0.642358304326107,67.73232221603394,22.649335734453143
104,2005,CHL,Chile,1500.0,592.45,2.531859228626888,-17.259502332454645,93.59175879821082,12746.58969,1.483859578,5.02306771065965,43.11443567276001,13.793090523909592
105,2005,CHN,China,10.5,8.2764,1.2686675366101203,-58.54027658136862,8.3541470256922,5053.945798,5.79092165,-0.04081182945234,56.82186484336853,10.914149250506771
106,2005,CZE,Czech Republic,56.42,24.5409,2.2990191883753246,-24.868653974662593,34.59978315536675,22095.38785,-2.04873349,-3.02656956824642,52.03590393066406,26.33092819936897
107,2005,DNK,Denmark,27.75,6.0647,4.57565914224941,49.53134451795458,18.14038423307287,34150.15946,4.162095985,4.95503054106776,63.45982551574707,20.447782014272445
108,2005,GBR,Britain,1.88,0.546448087,3.4404000027179156,12.431372637840376,-1.5316058134255162,32747.35401,-1.902791096,-3.11347931205953,59.48011875152588,26.07800780104384
109,2005,HUN,Hungary,530.0,203.643,2.6025937547570996,-14.947916511205895,83.71387400718142,17112.20217,-9.874719888,-7.77708348285355,61.334896087646484,18.013854673069577
110,2005,IDN,Indonesia,14600.0,9545.0,1.529596647459403,-50.01318145557507,99.309322471786,6254.614382,0.097088247,-1.654320673156246,43.86868178844452,11.202907539161192
111,2005,JPN,Japan,250.0,106.715,2.342688469287354,-23.44155329126294,70.7592318659179,32169.86749,3.521140656,-4.43846152112727,55.40456771850586,37.62199900488055
112,2005,KOR,South Korea,2500.0,1005.5,2.486325211337643,-18.74754211314893,96.0582182611024,25186.86757,1.305870789,1.35182304455658,51.83563232421875,27.753857908641095
113,2005,MEX,Mexico,28.0,10.8675,2.576489533011272,-15.800995653226401,19.86211755233494,12657.63767,-1.031732217,-0.721209221389657,37.59930431842804,13.459577042928084
114,2005,NZL,New Zealand,4.45,1.4023,3.1733580546245452,3.704511589037418,1.2222517428199664,25677.41908,-6.995367949,4.47118825067357,53.59153151512146,22.168659243271666
115,2005,POL,Poland,6.5,3.3096,1.9639835629683344,-35.81753062194986,4.259170363410016,13896.79338,-2.889160096,-3.93830575550463,56.30348324775696,19.385807110831614
116,2005,RUS,Russia,42.0,28.4055,1.4785868933833237,-51.680166882897915,28.53620641311034,11822.34693,11.04540057,-0.32555174070254783,49.43422973155975,21.90604538291683
117,2005,SWE,Sweden,31.0,7.4402,4.166554662509072,36.16191707545988,20.483546059153383,34244.46502,6.012812683,1.81096761097,52.77303457260132,22.51751379954079
118,2005,USA,United States,3.06,1.0,3.06,0.0,0.0,44114.74778,-5.747109583,-4.44771982507819,60.56353449821472,39.49749107350702
119,2005,ZAF,South Africa,13.95,6.6482,2.0983123251406393,-31.427701792789563,10.400779003825678,10785.08331,-2.774763682,-2.30610997441519,51.82737708091736,14.08187575225453
120,2006,AUS,Australia,3.25,1.331665,2.4405537428707667,-21.902280228135464,0.7839673192534948,34369.61939,-6.062232621,1.58161890918586,58.80502462387085,38.58277699050315
121,2006,BRA,Brazil,6.300000000000001,2.283,2.7595269382391594,-11.695137976346903,3.3306425792670193,11642.44705,1.181714492,-4.50231402468229,54.047101736068726,11.558906986366601
122,2006,CAN,Canada,3.52,1.145425,3.0730951393587533,-1.6609555405198928,0.43170871391155985,38119.4132,1.363656246,1.82760436294437,63.42618465423584,33.98422234169521
123,2006,CHE,Switzerland,6.3,1.243225,5.067465663898329,62.158901244746524,1.1594866755424942,46502.92827,12.74106264,0.842378309933941,65.92808365821838,25.141814741670252
124,2006,CHL,Chile,1560.0,526.35,2.963807352522086,-5.158164719293257,93.79736100286011,15753.9601,4.525042817,7.38366980592907,38.4863942861557,14.56286775313488
125,2006,CHN,China,10.5,8.04505,1.305150371967856,-58.23518809702861,8.321130885096963,5836.573437,8.424125738,1.24474048537517,55.735933780670166,12.251930888280977
126,2006,CZE,Czech Republic,60.525,22.97265,2.6346546872041317,-15.691050009467789,36.06313366316516,23923.70388,-2.55726329,-2.15014326452803,51.459234952926636,24.877793097559916
127,2006,DNK,Denmark,27.75,5.997574999999999,4.626870026635766,48.059840852344514,18.100297435118776,37334.39016,3.344701402,4.98710007232549,63.26290965080261,22.10695348032699
128,2006,GBR,Britain,1.91,0.5493636534999999,3.4767498501791585,11.255995205733083,-1.5373857817477763,34845.59177,-2.814397149,-2.74506643769105,60.010313987731934,27.458798828281903
129,2006,HUN,Hungary,560.0,206.65019999999998,2.709893336662631,-13.283413226795805,84.43789494899052,18389.41028,-7.276180676,-9.25691875249893,59.31329131126404,18.591855735049194
130,2006,IDN,Indonesia,14600.0,9392.5,1.554431727442108,-50.25818472185255,99.30915352566366,6708.575594,2.978708691,-1.654320673156246,43.98828446865082,11.824037580530119
131,2006,JPN,Japan,250.0,113.20500000000001,2.208383021951327,-29.331743297557534,70.79760485087104,33634.63171,3.795861729,-3.02875608544721,55.389565229415894,41.72721624910193
132,2006,KOR,South Korea,2500.0,964.925,2.5908749384667202,-17.092001969064953,96.05419711775129,26884.26733,0.198895401,1.9690503643839,52.308619022369385,28.428823729753695
133,2006,MEX,Mexico,28.5,10.9228,2.6092210788442523,-16.50492547698392,20.148466086502527,13812.9014,-0.363895588,-0.970869796770489,36.51983141899109,14.503778842770489
134,2006,NZL,New Zealand,4.45,1.533855,2.901186878811883,-7.162019878019743,1.4828273060680874,27755.52704,-7.065173414,5.02745284993372,54.71527576446533,26.210838188665043
135,2006,POL,Poland,6.5,3.107125,2.0919660457818723,-33.05708653498009,4.138999018045191,15152.33608,-4.324448197,-3.53945228817941,56.09286427497864,19.844131609091676
136,2006,RUS,Russia,47.0,27.866875,1.6865902617354833,-46.029111624464534,30.82544880154049,14912.23393,9.325459318,-0.32555174070254783,50.36163330078125,24.22368749041497
137,2006,SWE,Sweden,33.0,7.498225,4.401041579840562,40.833330554898,21.502976255758973,37730.16375,8.146858636,2.13507650397159,51.92832350730896,23.48769257653331
138,2006,USA,United States,3.125,1.0,3.125,0.0,0.0,46298.73144,-5.911436634,-3.33341900953438,60.55108904838562,40.590668659726035
139,2006,ZAF,South Africa,13.95,6.33865,2.20078407862873,-29.57490948388064,10.310852059123537,11586.78459,-4.00009533,0.147874306839187,51.36750936508179,14.424229811244368
140,2007,AUS,Australia,3.45,1.2184325,2.831506874611437,-14.585011323938557,0.5978667234302204,36599.85073,-7.513625113,0.65579083929179,59.333646297454834,35.413498212889195
141,2007,BRA,Brazil,6.65,2.02325,3.2867910539972818,-0.8509485973670738,3.1535011214277717,12549.931,0.030390421,-4.66609300595095,54.151612520217896,10.461076483983932
142,2007,CAN,Canada,3.755,1.11415,3.3702822779697525,1.667640361078493,0.3707943925885474,39575.30975,0.752359497,1.81965580691923,63.94949555397034,32.17104599015924
143,2007,CHE,Switzerland,6.3,1.2298499999999999,5.122575923893158,54.52717719134712,1.1076425927627866,51208.09883,8.584550934,1.56695943598957,64.87579941749573,27.387814892835618
144,2007,CHL,Chile,1617.5,533.45,3.0321492173587026,-8.532451965046695,94.00103934687868,16941.82983,4.275776117,7.73915779556731,38.41315805912018,15.307944566599902
145,2007,CHN,China,11.0,7.689500000000001,1.430522140581312,-56.84699425094082,8.62115122470152,6810.6039,9.947847388,3.60895233962612,55.30818700790405,13.04362109316314
146,2007,CZE,Czech Republic,52.5,21.30895,2.4637534932504885,-25.678627654585572,32.810653447048864,26282.37549,-4.703670288,-0.644844855582269,50.92825889587402,29.226344433014244
147,2007,DNK,Denmark,27.75,5.606675,4.949457566204568,49.30490395790552,17.847782727041434,39006.20232,1.515705688,5.02045812820832,64.92964625358582,21.59151913044413
148,2007,GBR,Britain,1.9649999999999999,0.5013225465,3.9196322082832955,18.239282301155214,-1.9169638682717558,35695.29849,-3.39945889,-2.63309435931129,60.35581827163696,24.95013132153007
149,2007,HUN,Hungary,595.0,187.31715,3.1764309888336437,-4.180060668668373,85.15447036131889,19099.85171,-7.280948313,-5.08152462438151,59.73290801048279,16.473948602462652
150,2007,IDN,Indonesia,15900.0,9052.5,1.7564208782104391,-47.015961441615715,99.36402236951119,7229.538282,2.427264127,-1.654320673156246,44.66852843761444,11.276883828345825
151,2007,JPN,Japan,280.0,121.94999999999999,2.2960229602296027,-30.73837224043432,73.07999395783432,35015.98657,4.623300483,-2.90102556789893,55.038559436798096,41.782774581325825
152,2007,KOR,South Korea,2900.0,931.325,3.113843180415,-6.068079022171958,96.56287189398616,29064.91808,0.893090073,3.95731623491433,51.939719915390015,25.572871828867264
153,2007,MEX,Mexico,29.0,10.828475000000001,2.6781241125827964,-19.211942305194686,20.4045549514862,14297.22139,-0.940137241,-0.710615641515271,36.23748421669006,14.626084496086943
154,2007,NZL,New Zealand,4.6,1.3538299999999999,3.3977678142750567,2.4967666447980763,1.149361554230347,29369.80819,-6.797017544,4.14270408682563,55.641114711761475,23.681791198253542
155,2007,POL,Poland,6.9,2.8618,2.411069955971766,-27.267874631319277,4.199186196471688,16802.83391,-6.697457078,-1.88251363359236,56.40355944633484,19.093249983576733
156,2007,RUS,Russia,50.5,26.090875,1.9355425987054862,-41.61259129093556,32.268742459331904,16648.24164,5.554566422,-0.32555174070254783,51.90645456314087,23.565289114283736
157,2007,SWE,Sweden,32.5,6.916449999999999,4.69894237650818,41.74788466088022,20.98193028188062,40905.14587,8.127695906,3.33119696603718,52.84140706062317,23.849812109804976
158,2007,USA,United States,3.3150000000000004,1.0,3.3150000000000004,0.0,0.0,47975.9677,-5.096603956,-3.97930342122564,60.40037274360657,39.65037930535754
159,2007,ZAF,South Africa,15.5,7.040375,2.2015872734051807,-33.58711090783769,11.513777252463047,12374.97015,-4.86191576,0.833324642498561,51.28187537193298,15.399810953567169
160,2008,AUS,Australia,3.45,1.026,3.3625730994152048,-5.8102773273051795,0.08451126204426816,37499.52513,-4.939847124,-3.84071630537229,56.91140294075012,30.55351422146516
161,2008,BRA,Brazil,7.5,1.5846,4.73305566073457,32.57858993654259,2.5739017109445856,13312.76676,-1.82417505,-2.74030211725691,54.966992139816284,7.706085920692603
162,2008,CAN,Canada,4.09,1.00355,4.07553186189029,14.16055635547031,0.013899642722365511,40376.30688,0.204634001,0.184485477426328,63.11977505683899,27.142474307146728
